DATE,CHLORINE,TURBIDITY,FLUORIDE,COLIFORM,ECOLI,LAT,LONG,LOC
3/14/23,0.58,0.54,,<1,<1,40.6313223,-74.1584709,"12 Brabant St #2nd, Staten Island, NY 10303, USA"
3/14/23,0.59,0.56,,<1,<1,40.7182974,-73.9550816,"Driggs Ave, Brooklyn, NY, USA"
3/14/23,0.64,0.11,0.77,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/14/23,0.59,0.14,0.65,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/15/23,0.62,0.57,,<1,<1,40.67812199999999,-73.9787918,"12 St Johns Pl s o, Brooklyn, NY 11217, USA"
3/15/23,0.68,0.66,,<1,<1,40.7492531,-73.8975334,"65 St, 65th St, Queens, NY 11377, USA"
3/15/23,0.52,0.54,,<1,<1,40.5960217,-73.9405505,"Avenue W, Brooklyn, NY, USA"
3/15/23,0.61,0.77,,<1,<1,40.6263732,-74.0298767,"Bay Ridge, Brooklyn, NY, USA"
3/15/23,0.62,0.52,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/15/23,0.68,0.64,,<1,<1,40.7536644,-73.9190752,"35th Ave & Northern Blvd, Queens, NY 11101, USA"
3/15/23,0.42,0.61,,<1,<1,40.7401437,-73.7903995,"Horace Harding Expy, Queens, NY, USA"
3/15/23,0.68,0.73,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/15/23,0.57,0.58,,<1,<1,40.6402913,-74.0874402,"8 Pauw St, Staten Island, NY 10301, USA"
3/15/23,0.64,<0.10,0.76,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/15/23,0.61,0.14,0.65,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/15/23,0.63,0.48,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/16/23,0.65,0.6,,<1,<1,42.88644679999999,-78.8783689,"Buffalo, NY, USA"
3/16/23,0.69,0.52,,<1,<1,40.63924009999999,-73.979525,"339 Dahill Rd #12, Brooklyn, NY 11218, USA"
3/16/23,0.6,0.65,,<1,<1,40.6590348,-73.9237199,"1035 Clarkson Ave #1st, Brooklyn, NY 11212, USA"
3/16/23,0.63,0.6,,<1,<1,40.6859721,-73.9266708,"Patchen Ave, Brooklyn, NY, USA"
3/16/23,0.54,0.57,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/16/23,0.44,0.33,,<1,<1,40.76050310000001,-73.9509934,"Roosevelt Island, New York, NY 10044, USA"
3/16/23,0.81,0.65,,<1,<1,40.7723655,-73.9069552,"22-26 Steinway St #2nd, Astoria, NY 11105, USA"
3/16/23,0.5,0.45,,<1,<1,40.738372,-74.000228,"48 7th Ave, New York, NY 10011, USA"
3/16/23,0.55,0.47,,<1,<1,40.7613258,-73.9774014,"11 W 53rd St, New York, NY 10019, USA"
3/16/23,0.45,0.58,,<1,<1,40.8193711,-73.9303763,"12 E 149th St #2nd, Bronx, NY 10451, USA"
3/16/23,0.57,0.47,,<1,<1,40.5606611,-73.9151368,"Rockaway Point, Queens, NY 11697, USA"
3/16/23,0.7,0.65,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/16/23,0.54,0.64,,<1,<1,40.5234437,-74.2348721,"20 Page Ave e o, Staten Island, NY 10309, USA"
3/16/23,0.25,0.27,,<1,<1,40.84560099999999,-73.7856484,"250 City Island Ave, Bronx, NY 10464, USA"
3/16/23,0.64,0.62,,<1,<1,40.8818964,-73.9045668,"Kingsbridge Ave, Bronx, NY 10463, USA"
3/16/23,0.63,0.14,0.75,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/16/23,0.62,0.14,0.67,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/16/23,0.54,0.1,,<1,<1,40.8654309,-73.8990005,"Jerome Ave, Bronx, NY, USA"
3/16/23,0.61,0.54,,<1,<1,40.8654309,-73.8990005,"Jerome Ave, Bronx, NY, USA"
3/16/23,0.75,0.61,,<1,<1,40.7088507,-73.7827254,"179th St, Queens, NY, USA"
3/16/23,0.74,0.61,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/17/23,0.56,0.66,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/17/23,0.46,0.86,,<1,<1,40.7604939,-73.9837436,"49 St, New York, NY 10019, USA"
3/17/23,0.53,0.64,,<1,<1,40.5943564,-73.9653485,"2252 Ocean Pkwy, Brooklyn, NY 11223, USA"
3/17/23,0.52,0.72,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/17/23,0.38,0.69,,<1,<1,40.6345621,-74.1191706,"1085 Castleton Ave #2nd, Staten Island, NY 10310, USA"
3/17/23,0.55,0.81,,<1,<1,40.8247359,-73.8493658,"Hermany Ave, Bronx, NY 10473, USA"
3/17/23,0.2,0.25,,<1,<1,40.84560099999999,-73.7856484,"250 City Island Ave, Bronx, NY 10464, USA"
3/17/23,0.67,0.74,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/17/23,0.7,0.74,0.71,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/17/23,0.76,0.34,0.73,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/18/23,0.54,0.6,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/18/23,0.56,0.62,,<1,<1,40.7053351,-73.9323341,"20 Grattan St #1st, Brooklyn, NY 11206, USA"
3/18/23,0.49,0.6,,<1,<1,40.6414369,-73.9485659,"Nostrand Ave, Brooklyn, NY, USA"
3/18/23,0.89,0.87,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/18/23,0.45,0.62,,<1,<1,40.6176306,-74.1045508,"Clove Rd, Staten Island, NY, USA"
3/18/23,0.57,0.69,,<1,<1,40.5895863,-74.159763,"Merry Mount St, Staten Island, NY 10314, USA"
3/18/23,0.66,0.64,,<1,<1,40.709844,-73.7890685,"89th Ave, Queens, NY, USA"
3/18/23,0.73,0.69,0.75,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/18/23,0.69,0.28,0.76,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/18/23,0.72,0.59,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/18/23,0.53,0.64,,<1,<1,40.7217371,-73.9926215,"12 Rivington St n o, New York, NY 10002, USA"
3/18/23,0.4,0.57,,<1,<1,40.8372388,-73.9398569,"1066 St Nicholas Ave, New York, NY 10032, USA"
3/19/23,0.76,0.5,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/19/23,0.43,0.55,,<1,<1,40.7127753,-74.0059728,"New York, NY, USA"
3/19/23,0.52,0.56,,<1,<1,40.7188709,-73.9354491,"Vandervoort Ave, Brooklyn, NY, USA"
3/19/23,0.55,0.57,,<1,<1,40.7171532,-73.9901698,"330 1/2 Grand St n o, New York, NY 10002, USA"
3/19/23,0.47,0.52,,<1,<1,40.6579899,-73.8961789,"Linden Blvd, New York, NY, USA"
3/19/23,0.53,0.56,,<1,<1,40.6169463,-73.9302185,"2185 Flatbush Ave #16, Brooklyn, NY 11234, USA"
3/19/23,0.79,0.55,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/19/23,0.59,0.6,,<1,<1,40.57056,-74.1253824,"Coverly St, Staten Island, NY 10306, USA"
3/19/23,0.37,0.57,,<1,<1,40.7156628,-73.7419017,"Queens Village, Queens, NY, USA"
3/19/23,0.43,0.48,,<1,<1,40.8417462,-73.8202799,"Stadium Ave, Bronx, NY 10465, USA"
3/19/23,0.74,0.52,,<1,<1,40.8260872,-73.8902131,"1096 W Farms Rd #12, Bronx, NY 10459, USA"
3/19/23,0.72,0.62,0.74,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/19/23,0.68,0.17,0.76,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/19/23,0.69,0.77,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/19/23,0.63,0.25,,<1,<1,40.8177498,-73.9552453,"20 Old Broadway w o, New York, NY 10027, USA"
3/20/23,0.45,0.67,,<1,<1,40.7661397,-73.9197859,"33rd St, Queens, NY, USA"
3/20/23,0.56,0.69,,<1,<1,40.6864674,-74.0046104,"20 Van Brunt St, Brooklyn, NY 11231, USA"
3/20/23,0.62,0.64,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/20/23,0.37,0.61,,<1,<1,40.6152291,-74.0111897,"83rd St, Brooklyn, NY, USA"
3/20/23,0.54,0.68,,<1,<1,40.698678,-73.766151,"Keeseville Ave, Queens, NY 11412, USA"
3/20/23,0.31,0.77,,<1,<1,40.7336398,-73.7469481,"223rd St & 222nd St, Queens, NY 11413, USA"
3/20/23,0.61,0.7,,<1,<1,40.6151113,-73.9754713,"2323 60th St #16, Brooklyn, NY 11204, USA"
3/20/23,0.6,0.7,,<1,<1,40.5792604,-73.9819541,"Neptune Ave, Brooklyn, NY, USA"
3/20/23,0.71,0.77,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/20/23,0.5,0.6,,<1,<1,40.5881774,-74.1004356,"43 Dongan Hills Ave #2nd, Staten Island, NY 10304, USA"
3/20/23,0.79,0.64,,<1,<1,40.87047,-73.880007,"Decatur Ave, Bronx, NY, USA"
3/20/23,0.73,0.78,0.7,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/20/23,0.74,0.36,0.73,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/20/23,0.54,0.77,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/20/23,0.54,0.11,,<1,<1,40.8624484,-73.9233514,"200 Nagle Ave #2nd, New York, NY 10034, USA"
3/21/23,0.33,0.63,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/21/23,0.24,0.64,,<1,<1,40.612878,-73.9683862,"Ocean Pkwy, Brooklyn, NY, USA"
3/21/23,0.61,0.65,,<1,<1,40.6362208,-74.0360942,"12 71st St, Brooklyn, NY 11209, USA"
3/21/23,0.48,0.66,,<1,<1,40.7427202,-73.7167318,"80-29 Little Neck Pkwy #2nd, Queens, NY 11004, USA"
3/21/23,0.31,0.53,,<1,<1,40.7174658,-73.7571178,"90-20 Francis Lewis Blvd #1st, Jamaica, NY 11428, USA"
3/21/23,0.1,0.62,,<1,<1,40.6579899,-73.8961789,"Linden Blvd, New York, NY, USA"
3/21/23,0.51,0.58,,<1,<1,40.5896716,-73.9585991,"Ave Y, Brooklyn, NY, USA"
3/21/23,0.71,0.62,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/21/23,0.7,0.68,0.68,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/21/23,0.64,0.29,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/21/23,0.65,0.69,,<1,<1,40.7343623,-73.8048112,"164th St, Queens, NY, USA"
3/21/23,0.64,0.81,,<1,<1,40.830898,-73.8697898,"Westchester Ave, Bronx, NY, USA"
3/21/23,0.62,0.62,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/22/23,0.6,0.62,,<1,<1,40.68444840000001,-73.8831696,"16 Shepherd Ave w o, Brooklyn, NY 11208, USA"
3/22/23,0.62,0.64,,<1,<1,40.6199105,-73.9427428,"Avenue M, Brooklyn, NY, USA"
3/22/23,0.53,0.66,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/22/23,0.22,0.57,,<1,<1,40.7174815,-73.7953969,"170th St, Queens, NY, USA"
3/22/23,0.41,0.62,,<1,<1,40.765474,-73.814918,"150-03 Northern Blvd #1st, Flushing, NY 11354, USA"
3/22/23,0.24,0.65,,<1,<1,40.702743,-73.764554,"191st St, Queens, NY, USA"
3/22/23,0.64,0.58,,<1,<1,40.60815300000001,-73.9873444,"870 Stillwell Ave #20, Brooklyn, NY 11204, USA"
3/22/23,0.15,0.54,,<1,<1,40.5464584,-74.1414633,"Hylan Blvd, Staten Island, NY, USA"
3/22/23,0.73,0.67,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/22/23,0.78,0.67,,<1,<1,40.8858319,-73.8613126,"3902 White Plains Rd #1st, Bronx, NY 10467, USA"
3/22/23,0.62,0.64,,<1,<1,40.8403377,-73.9461128,"Henry Hudson Pkwy, New York, NY, USA"
3/22/23,0.66,0.64,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/22/23,0.77,0.64,0.67,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/22/23,0.66,0.24,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/23/23,0.61,0.59,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/23/23,0.73,0.58,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/23/23,0.24,0.56,,<1,<1,40.5464584,-74.1414633,"Hylan Blvd, Staten Island, NY, USA"
3/23/23,0.75,0.65,,<1,<1,40.8631189,-73.8616476,"Allerton, Bronx, NY, USA"
3/23/23,0.76,0.71,0.7,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/23/23,0.64,0.28,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/23/23,0.66,0.56,,<1,<1,40.8255863,-73.9184388,"Concourse Village, Bronx, NY, USA"
3/23/23,0.62,0.57,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/24/23,0.63,0.62,,<1,<1,40.6520832,-73.9437202,"887 Brooklyn Ave #20, Brooklyn, NY 11203, USA"
3/24/23,0.56,0.57,,<1,<1,40.6138285,-73.9512061,"Avenue O, Brooklyn, NY, USA"
3/24/23,0.67,0.56,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/24/23,0.74,0.6,,<1,<1,40.7225571,-73.8520846,"Yellowstone Blvd, Queens, NY, USA"
3/24/23,0.7,0.6,,<1,<1,40.7654021,-73.8890281,"Astoria Blvd, Queens, NY, USA"
3/24/23,0.56,0.55,,<1,<1,40.6350743,-74.0022893,"5517 Fort Hamilton Pkwy #20, Brooklyn, NY 11219, USA"
3/24/23,0.58,0.59,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/24/23,0.74,0.6,,<1,<1,40.881841,-73.8795028,"83 E Gun Hill Rd #20, Bronx, NY 10467, USA"
3/24/23,0.58,0.54,,<1,<1,40.862938,-73.8520312,"Mace Ave, Bronx, NY, USA"
3/24/23,0.76,0.64,0.69,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/24/23,0.69,0.36,0.71,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/24/23,0.69,0.58,,<1,<1,40.8384045,-73.8591794,"Metropolitan Ave, Bronx, NY 10462, USA"
3/24/23,0.71,0.65,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/25/23,0.68,0.62,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/25/23,0.48,0.55,,<1,<1,40.7604939,-73.9837436,"49 St, New York, NY 10019, USA"
3/25/23,0.58,0.71,,<1,<1,40.5943564,-73.9653485,"2252 Ocean Pkwy, Brooklyn, NY 11223, USA"
3/25/23,0.82,0.68,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/25/23,0.33,0.72,,<1,<1,40.6345621,-74.1191706,"1085 Castleton Ave #2nd, Staten Island, NY 10310, USA"
3/25/23,0.66,0.63,,<1,<1,40.8247359,-73.8493658,"Hermany Ave, Bronx, NY 10473, USA"
3/25/23,0.34,0.56,,<1,<1,40.84560099999999,-73.7856484,"250 City Island Ave, Bronx, NY 10464, USA"
3/25/23,0.86,0.75,0.73,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/25/23,0.7,0.28,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/25/23,0.78,0.58,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/25/23,0.62,0.63,,<1,<1,40.7613258,-73.9774014,"11 W 53rd St, New York, NY 10019, USA"
3/26/23,0.74,0.67,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/26/23,0.66,0.6,,<1,<1,40.63924009999999,-73.979525,"339 Dahill Rd #12, Brooklyn, NY 11218, USA"
3/26/23,0.63,0.7,,<1,<1,40.6590348,-73.9237199,"1035 Clarkson Ave #1st, Brooklyn, NY 11212, USA"
3/26/23,0.56,0.64,,<1,<1,40.6859721,-73.9266708,"Patchen Ave, Brooklyn, NY, USA"
3/26/23,0.56,1.14,,<1,<1,40.76050310000001,-73.9509934,"Roosevelt Island, New York, NY 10044, USA"
3/26/23,0.68,0.68,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/26/23,0.7,0.83,,<1,<1,40.7723655,-73.9069552,"22-26 Steinway St #2nd, Astoria, NY 11105, USA"
3/26/23,0.36,0.62,,<1,<1,40.8193711,-73.9303763,"12 E 149th St #2nd, Bronx, NY 10451, USA"
3/26/23,0.52,0.53,,<1,<1,40.5606611,-73.9151368,"Rockaway Point, Queens, NY 11697, USA"
3/26/23,0.37,0.61,,<1,<1,40.84560099999999,-73.7856484,"250 City Island Ave, Bronx, NY 10464, USA"
3/26/23,0.69,0.65,,<1,<1,40.7088507,-73.7827254,"179th St, Queens, NY, USA"
3/26/23,0.76,0.85,,<1,<1,40.8818964,-73.9045668,"Kingsbridge Ave, Bronx, NY 10463, USA"
3/26/23,0.77,0.84,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/26/23,0.68,0.57,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/26/23,0.86,0.57,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/27/23,0.56,0.62,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/27/23,0.7,0.75,,<1,<1,40.7182974,-73.9550816,"Driggs Ave, Brooklyn, NY, USA"
3/27/23,0.61,0.68,,<1,<1,40.6668165,-73.8618897,"943 Eldert Ln #12, Brooklyn, NY 11208, USA"
3/27/23,0.44,0.72,,<1,<1,40.5821852,-73.8256272,"Beach 105 St, Queens, NY 11694, USA"
3/27/23,0.68,0.85,,<1,<1,40.6191811,-74.028205,"90th St, Brooklyn, NY, USA"
3/27/23,0.75,0.9,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/27/23,0.69,0.86,,<1,<1,40.6313223,-74.1584709,"12 Brabant St #2nd, Staten Island, NY 10303, USA"
3/27/23,0.76,0.74,0.73,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/27/23,0.68,0.43,0.77,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/27/23,0.75,0.68,,<1,<1,40.8477113,-73.9009673,"Tremont, Bronx, NY, USA"
3/27/23,0.74,0.66,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/28/23,0.84,0.75,,<1,<1,40.67812199999999,-73.9787918,"12 St Johns Pl s o, Brooklyn, NY 11217, USA"
3/28/23,0.6,0.65,,<1,<1,40.5960217,-73.9405505,"Avenue W, Brooklyn, NY, USA"
3/28/23,0.69,0.6,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/28/23,0.6,0.58,,<1,<1,40.7401437,-73.7903995,"Horace Harding Expy, Queens, NY, USA"
3/28/23,0.58,0.62,,<1,<1,40.6263732,-74.0298767,"Bay Ridge, Brooklyn, NY, USA"
3/28/23,0.57,0.64,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/28/23,0.6,0.68,,<1,<1,40.6402913,-74.0874402,"8 Pauw St, Staten Island, NY 10301, USA"
3/28/23,0.69,0.62,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/28/23,0.69,0.35,0.73,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/28/23,0.75,0.69,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/29/23,0.55,0.62,,<1,<1,40.6414369,-73.9485659,"Nostrand Ave, Brooklyn, NY, USA"
3/29/23,0.65,0.58,,<1,<1,40.709844,-73.7890685,"89th Ave, Queens, NY, USA"
3/29/23,0.49,0.7,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/29/23,0.65,0.7,,<1,<1,40.7053351,-73.9323341,"20 Grattan St #1st, Brooklyn, NY 11206, USA"
3/29/23,0.49,0.72,,<1,<1,40.7171532,-73.9901698,"330 1/2 Grand St n o, New York, NY 10002, USA"
3/29/23,0.72,0.59,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/29/23,0.47,0.62,,<1,<1,40.6176306,-74.1045508,"Clove Rd, Staten Island, NY, USA"
3/29/23,0.54,0.65,,<1,<1,40.5895863,-74.159763,"Merry Mount St, Staten Island, NY 10314, USA"
3/29/23,0.64,0.66,0.73,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/29/23,0.64,0.53,0.72,<1,<1,40.87826010000001,-73.8924878,"3055 Goulden Ave, Bronx, NY 10468, USA"
3/29/23,0.67,0.82,,<1,<1,40.8397248,-73.9281289,"1260 Sedgwick Ave #1st, Bronx, NY 10452, USA"
3/29/23,0.34,0.61,,<1,<1,40.8372388,-73.9398569,"1066 St Nicholas Ave, New York, NY 10032, USA"
3/30/23,0.55,0.6,,<1,<1,40.6579899,-73.8961789,"Linden Blvd, New York, NY, USA"
3/30/23,0.38,0.54,,<1,<1,40.7127753,-74.0059728,"New York, NY, USA"
3/30/23,0.68,0.65,,<1,<1,40.7188709,-73.9354491,"Vandervoort Ave, Brooklyn, NY, USA"
3/30/23,0.54,0.67,,<1,<1,40.7001388,-73.9833628,"177 Sands St #48, Brooklyn, NY 11201, USA"
3/30/23,0.39,0.71,,<1,<1,40.7217371,-73.9926215,"12 Rivington St n o, New York, NY 10002, USA"
3/30/23,0.66,0.25,,<1,<1,40.8177498,-73.9552453,"20 Old Broadway w o, New York, NY 10027, USA"
3/30/23,0.28,0.61,,<1,<1,40.7156628,-73.7419017,"Queens Village, Queens, NY, USA"
3/30/23,0.68,0.64,,<1,<1,40.6169463,-73.9302185,"2185 Flatbush Ave #16, Brooklyn, NY 11234, USA"
3/30/23,0.69,0.68,,<1,<1,40.6150111,-74.1030216,"Genesee St, Staten Island, NY 10301, USA"
3/30/23,0.55,0.66,,<1,<1,40.57056,-74.1253824,"Coverly St, Staten Island, NY 10306, USA"
